userid,followers,friends,statuses,favourites,activity,influence,protected,verified,category
1044524168,2206,5001,35229,1991,64.4255,37.7393,0,0,Technology
1044717570,1397,885,1048,273,67.5976,65.2908,0,0,Technology
10448692,703,1718,1346,6,58.9859,46.4745,0,0,Technology
104487688,2086,1006,1934,379,71.7074,60.684,0,0,Technology
10450032,8478,1017,9680,710,81.7049,73.9796,0,0,Technology
104514834,1149,1056,3295,409,72.2787,64.2189,0,0,Technology
104520454,8511,714,458325,1358,66.2244,39.8127,0,0,Technology
104529109,17418,633,2213,51,82.4166,66.8654,0,0,Technology
1045407578,880,1356,2163,168,66.6127,57.8873,0,0,Technology
10456032,5049,722,17717,4784,78.4012,69.432,0,0,Technology
104562738,19795,4761,1358,33561,81.4502,73.1241,0,1,Technology
104648512,2030,875,991,98,68.0009,55.0446,0,0,Technology
104651332,3940,1050,9218,962,78.2859,68.1853,0,0,Technology
1046661,935962,149,6207,3,101.52,99.2624,0,0,Technology
1047559584,2994,2048,1394,485,72.8222,69.3198,0,0,Technology
10476462,43123,483,744,1223,82.9555,77.2108,0,1,Technology
104798321,6556,256,2583,598,79.8385,77.3785,0,1,Technology
10498942,92480,512,50673,10174,93.7736,74.1745,0,1,Technology
104989762,66741,40,1845,15,85.8099,81.4536,0,1,Technology
10503482,12145,5031,41222,7067,82.3575,69.1269,0,0,Technology
10506152,70698,9487,11126,1037,91.2138,77.8365,0,0,Technology
10506192,57700,839,7540,1179,90.635,78.0848,0,1,Technology
105070447,304266,41,49794,25,95.8709,80.37,0,1,Technology
105076869,977,2029,2145,363,68.5417,59.1325,0,0,Technology
1050782328,7187,1,1464,2,66.2697,46.2081,0,0,Technology
1051502856,1132,2376,681,9,63.1866,55.0394,0,0,Technology
105176854,662,1450,1655,1001,66.1446,66.4404,0,0,Technology
105230196,28442,304,15965,117,87.2704,74.3289,0,0,Technology
105238204,16397,1887,25376,753,81.685,67.1212,0,0,Technology
105270165,699,502,1435,18,64.8502,50.4785,0,0,Technology
105564565,1195,2672,1974,550,69.4787,69.9525,0,0,Technology
1056281,1998,65,9716,1141,74.1155,66.0386,0,0,Technology
105643897,1360,692,21847,1268,72.2232,71.4689,0,0,Technology
105655676,3125,199,1459,7,72.522,61.3491,0,0,Technology
1056692305,6607,426,2172,1768,78.4758,63.6159,0,0,Technology
1056838028,17617,107,2190,1106,83.8064,76.7576,0,0,Technology
1057095752,1747,56,1269,171,69.3524,57.4297,0,0,Technology
1057709065,651,1424,1194,596,62.3246,52.6166,0,0,Technology
105884071,961,599,837,994,64.5318,62.8737,0,0,Technology
1059012696,2485,663,2674,342,74.3049,65.8844,0,0,Technology
1059182629,5668,4097,4181,188,77.7386,65.9629,0,0,Technology
105953208,2587,2574,28953,17,67.378,51.9011,0,0,Technology
1059622782,21404,326,2985,4502,86.0984,70.5064,0,1,Technology
1059801,407017,644,62535,2185,99.3361,83.8088,0,1,Technology
106047757,13295,362,4708,7776,84.359,79.7551,0,1,Technology
1060612477,1281,1198,560,1886,63.9782,54.6337,0,0,Technology
106111619,4424,2015,8949,523,72.9884,54.6734,0,0,Technology
106155830,25181,2250,15392,2565,84.8098,87.4451,0,1,Technology
106234268,60140,561,36091,13505,92.0568,89.3516,0,0,Technology
106317808,386888,120,11195,4300,98.6053,85.1819,0,1,Technology
106333951,2631859,86,5670,630,110.246,101.348,0,1,Technology
1063580948,3004,802,27882,22767,77.0266,73.0941,0,0,Technology
1063637270,1829,4982,3786,4331,72.0205,56.2723,0,0,Technology
106381827,4523,4929,2704,679,77.7112,70.6844,0,0,Technology
106411944,1544,2046,2067,206,71.1714,57.2055,0,0,Technology
106503346,22847,3425,18857,326,83.4773,63.7534,0,0,Technology
106539316,16006,4938,8070,1406,82.0554,66.9035,0,0,Technology
106580586,16947,1700,23217,1183,84.8553,74.014,0,0,Technology
1065948289,2112,823,572,157,66.5176,52.1211,0,0,Technology
106602916,1094,1482,3957,2351,72.0356,68.9499,0,0,Technology
1066142084,328310,469,944,8,86.7314,88.9485,0,0,Technology
106646062,173547,1850,36311,4443,93.2149,81.2209,0,1,Technology
106646099,1715,1280,2751,2053,73.4583,71.0765,0,0,Technology
10667142,7818,108,4580,2860,80.3571,72.5565,0,0,Technology
1066793484,14261,5,61762,247,72.061,51.1066,0,0,Technology
10668202,233359,2514,18088,318,96.0191,91.7244,0,1,Technology
106715077,3200,187,18353,62,68.9987,68.781,0,0,Technology
10671602,14387411,795,24160,1116,118.619,114.333,0,1,Technology
106716734,10443,1304,11613,3472,83.151,69.2265,0,1,Technology
106741181,61526,887,10989,17511,90.9444,78.7992,0,1,Technology
10678292,2125430,106,23560,246,103.356,97.597,0,1,Technology
10680142,9131,188,1313,347,77.1177,72.1878,0,0,Technology
106826778,813,258,649,15,62.4698,51.5091,0,0,Technology
1068378414,674,502,9706,20983,68.9156,69.275,0,0,Technology
10687212,1739,1328,10396,4626,73.9972,71.965,0,0,Technology
1069002114,878,1204,3177,581,70.0322,63.3084,0,0,Technology
106952926,5408,952,75178,6619,78.1068,66.5731,0,0,Technology
10697412,3165,5001,11813,35094,76.4841,70.7501,0,0,Technology
106978692,3398,4994,2393,848,74.3518,70.9404,0,0,Technology
10697982,23194,4477,15301,81,86.1365,84.135,0,1,Technology
1069814978,622,106,780,1957,62.0894,63.1141,0,0,Technology
106989741,94968,751,14117,8793,90.4138,83.1352,0,1,Technology
107049886,1174,1533,794,319,65.1073,51.8704,0,0,Technology
107093676,1199,862,1848,25,69.6852,59.1098,0,0,Technology
10711,13568,189,4412,2337,84.4403,81.6046,0,0,Technology
10711592,2938,2289,20955,1050,74.2011,60.0864,0,0,Technology
1071596678,26567,926,3805,0,82.9309,67.7506,0,0,Technology
10716072,11666,300,16182,1865,82.9693,74.3168,0,0,Technology
107163265,151604,862,6832,604,94.5277,76.6734,0,1,Technology
10718322,76827,20903,25871,242,87.3085,84.864,0,0,Technology
107199476,1455,181,2230,70,70.6051,50.191,0,0,Technology
1072027086,13634,18,1378,143,80.1296,72.2022,0,0,Technology
107238136,240214,19,3002,17802,95.1845,87.6,0,1,Technology
107266337,12859,1539,7247,2108,83.5085,78.8398,0,0,Technology
107329106,1058,654,2770,114,70.9321,62.9906,0,0,Technology
1073685900,2626,461,21778,1087,72.7931,62.5032,0,0,Technology
107391777,26921,371,2853,557,87.4092,83.0961,0,0,Technology
1074286388,9198,1881,7795,37109,82.3896,76.2903,0,0,Technology
10748232,8522,6341,22278,810,80.5224,69.168,0,0,Technology
1075114248,1585,932,518,2,56.9811,31.7995,0,0,Technology
107523645,81418,49820,34118,109,89.2183,69.4069,0,1,Technology
107546300,3091,1948,722,465,69.618,55.0514,0,0,Technology
10760422,88636,0,17265,265,86.6202,83.1312,0,0,Technology
107612557,5191,2039,21967,1489,77.7253,66.5529,0,0,Technology
107644537,111870,71822,91776,30071,94.8493,80.5295,0,1,Technology
107718872,813,540,65420,18891,66.3887,66.9869,0,0,Technology
1077633912,3303,2123,1050,130,71.9216,62.067,0,0,Technology
1077938916,634,729,665,891,59.2576,50.4096,0,0,Technology
10785292,107750,94111,7098,474,92.8966,77.5086,0,0,Technology
108026902,2559,388,3363,6478,76.0657,75.6673,0,0,Technology
10803182,7605,403,6686,357,77.7884,69.8332,0,0,Technology
1080348684,252813,1700,791,96,88.4122,62.1165,0,0,Technology
108058855,15436,14308,1279,1903,80.5948,72.9274,0,0,Technology
108080202,1898,3011,1503,1671,70.8866,62.1455,0,0,Technology
1080932882,811,1349,763,204,63.0497,50.418,0,0,Technology
10809702,10806,542,38202,6235,76.7453,73.8343,0,0,Technology
1081294531,14393,7003,4508,2924,83.9528,65.5662,0,0,Technology
1081500236,794,1886,1921,2355,67.6273,63.9898,0,0,Technology
108159314,956,711,7852,72844,61.5124,48.759,0,0,Technology
10819662,44383,9447,38520,1893,89.6507,78.7166,0,0,Technology
10822272,885,940,4892,54,68.1026,57.4157,0,0,Technology
10822612,7858,1513,3287,4938,81.124,80.1217,0,0,Technology
108233415,261855,2719,34146,4227,95.6719,78.9656,0,1,Technology
10828442,836,780,16451,1732,70.0546,65.4989,0,0,Technology
108286674,89730,52,27622,214,84.4787,69.4881,0,0,Technology
108299355,1063,538,4419,110,66.6392,54.3899,0,0,Technology
10832012,934,2004,1482,255,67.2836,56.3638,0,0,Technology
108381581,4116,1490,3996,5691,78.6159,76.6048,0,1,Technology
10839772,2859,1960,38524,2937,76.7386,70.5574,0,0,Technology
108412000,2641,1808,5805,669,75.3617,64.7125,0,0,Technology
108419077,5143,1276,1490,151,75.6368,62.0586,0,0,Technology
1084198693,18757,147,15003,172,82.7423,76.8732,0,0,Technology
10842022,23564,324,6021,209,86.5645,73.3925,0,0,Technology
108449120,807,666,2238,313,66.6237,62.4284,0,0,Technology
108451996,663,667,15512,566,68.9426,67.8236,0,0,Technology
10846102,951,1277,531,57,62.0251,50.4777,0,0,Technology
1085518808,1185,775,1443,694,68.3415,65.5337,0,0,Technology
108633489,13734,15081,13539,3831,84.4235,71.7222,0,0,Technology
108670536,1213,1923,2166,1159,69.425,59.2584,0,0,Technology
108736925,1553,834,3010,1323,72.9954,64.1327,0,0,Technology
10876852,1845039,420,136003,3766,106.461,88.0602,0,1,Technology
10884422,13548,5576,13792,667,82.8641,70.0831,0,1,Technology
108958149,1712,2278,646,41,62.8094,38.6033,0,0,Technology
108958465,1010,789,2220,198,67.218,49.9203,0,0,Technology
10896172,12479,2130,45404,753,80.2662,74.4311,0,0,Technology
10900412,51608,3173,7974,5155,89.9901,75.7416,0,1,Technology
109010055,1387,1859,1626,27,68.4621,50.9853,0,0,Technology
1090141,73691,971,33170,14635,92.6248,87.8493,0,1,Technology
1090315298,74206,814,7149,3712,92.7168,85.8292,0,1,Technology
109097299,2986,198,715,29,68.1992,59.0169,0,0,Technology
1092613831,8218,4848,6770,8339,78.9822,67.1837,0,0,Technology
10926302,874,1205,2308,1482,68.988,62.9001,0,0,Technology
1092716317,1702,378,2165,1057,72.1769,70.7886,0,0,Technology
1092795044,2825,201,1269,1227,71.8793,62.5872,0,0,Technology
10938952,1667,81,3053,567,72.543,69.5528,0,0,Technology
109461489,7063,194,5018,5003,79.0175,71.765,0,0,Technology
109524513,289974,232,1825,19,88.1851,79.0931,0,0,Technology
10954512,19264,148,2570,500,83.6815,71.9365,0,1,Technology
109570782,615,3289,3313,1019,69.02,65.9799,0,0,Technology
109575895,2823,1923,816,172,67.1596,53.9539,0,0,Technology
109608432,1003,1083,4949,927,70.5212,70.544,0,0,Technology
109702390,141416,356,67865,2689,95.0513,72.8852,0,1,Technology
109707224,3334,4913,5192,5228,74.2962,60.2071,0,0,Technology
